Gender,Academic_Performance,Favorite_Subjects,Weak_Subjects,Skills,Interests,Personality_Type,Preferred_Career_Type,Hands_On_Learning,Long_Term_Education_Plan,Financial_Affordability,Scholarship_Eligibility,Technical_Aptitude,Analytical_Reasoning,Creativity_Level,Parent_Guidance,Peer_Influence,Distance_To_College,Availability_Of_Courses,Recommended_Path,Suitable_Careers,Suggested_Courses,Skills_To_Develop,Challenges_To_Overcome
Female,63.5,"Biology, Economics",Physics,"Problem Solving, Public Speaking","Writing, Sports",Introvert,Neutral,False,True,Medium,False,3.0,9.9,3.0,Neutral,PUC,17,True,PUC,"Writer, Artist","Diploma in Fine Arts, Literature Studies","Time Management, Coding",Time Management
Male,69.1,"Economics, Geography",History,"Leadership, Critical Thinking","Sports, Music",Introvert,Skill-Based,False,False,Low,False,6.9,2.4,5.5,Academic,Diploma,34,False,Diploma,"Scientist, Data Analyst","MBBS, Diploma in Engineering","Communication, Technical Skills",Parental Pressure
Male,79.4,"English, History",Mathematics,"Coding, Leadership","Reading, Writing",Extrovert,Academic,True,True,Medium,False,2.3,8.0,7.0,Academic,Diploma,36,True,PUC,"Economist, Marketing Professional","CA Foundation, Diploma in Finance","Time Management, Creativity",Time Management
Female,62.8,"Biology, Economics",Geography,"Critical Thinking, Problem Solving","Sports, Technology",Ambivert,Academic,True,False,Low,False,8.0,6.8,7.5,Academic,Neutral,12,True,Diploma,"Engineer, Data Analyst","Diploma in Engineering, Bachelor of Science","Coding, Networking",Time Management
Male,86.5,"Economics, Chemistry",Physics,"Coding, Leadership","Reading, Music",Extrovert,Academic,False,False,High,False,1.2,6.8,7.8,Academic,Neutral,47,False,PUC,"Writer, Historian","Bachelor of Arts, Diploma in Fine Arts","Communication, Technical Skills",Time Management
Female,80.3,"History, Economics",English,"Problem Solving, Coding","Sports, Writing",Extrovert,Skill-Based,True,False,Medium,False,8.1,4.5,8.9,Academic,Neutral,49,True,Diploma,"Business Analyst, Economist","CA Foundation, Diploma in Finance","Networking, Coding",Parental Pressure
Male,83.6,"Economics, Chemistry",Geography,"Problem Solving, Public Speaking","Sports, Writing",Ambivert,Skill-Based,True,False,High,False,4.1,2.5,4.0,Vocational,Neutral,21,True,Diploma,"Doctor, Data Analyst","Bachelor of Science, MBBS","Technical Skills, Networking",Parental Pressure
Female,63.9,"Economics, English",Geography,"Public Speaking, Leadership","Business, Sports",Ambivert,Neutral,False,True,High,False,9.7,5.5,7.0,Academic,PUC,31,True,Diploma,"Writer, Artist","Bachelor of Arts, Diploma in Fine Arts","Technical Skills, Communication",Lack of Focus
Female,63.9,"English, Economics",Chemistry,"Teamwork, Coding","Sports, Business",Ambivert,Neutral,True,False,Low,False,1.8,1.9,5.0,Academic,Neutral,22,False,Diploma,"Economist, Accountant","Bachelor of Commerce, Diploma in Finance","Creativity, Time Management",Parental Pressure
Male,74.4,"Mathematics, Geography",Physics,"Problem Solving, Critical Thinking","Art, Writing",Extrovert,Academic,False,True,High,False,3.9,7.4,7.5,Neutral,PUC,37,False,PUC,"Doctor, Data Analyst","Diploma in Engineering, MBBS","Time Management, Coding",Time Management
Female,82.6,"Chemistry, History",Geography,"Public Speaking, Problem Solving","Writing, Sports",Introvert,Neutral,True,True,High,True,8.5,5.8,8.4,Vocational,PUC,9,False,Diploma,"Designer, Historian","Diploma in Fine Arts, Bachelor of Arts","Time Management, Communication",Lack of Focus
Male,82.9,"English, Geography",Economics,"Leadership, Critical Thinking","Writing, Music",Ambivert,Neutral,False,True,High,True,3.1,4.7,4.7,Neutral,Diploma,20,False,PUC,"Business Analyst, Accountant","Bachelor of Commerce, CA Foundation","Creativity, Networking",Parental Pressure
Female,63.2,"Geography, History",Chemistry,"Problem Solving, Critical Thinking","Sports, Writing",Introvert,Skill-Based,False,False,High,True,6.4,4.8,2.7,Neutral,Diploma,11,False,Diploma,"Business Analyst, Accountant","Diploma in Finance, Bachelor of Commerce","Communication, Creativity",Parental Pressure
Male,62.6,"Geography, Physics",Economics,"Problem Solving, Coding","Sports, Reading",Extrovert,Neutral,False,True,Medium,True,1.8,1.9,2.5,Vocational,Neutral,26,True,PUC,"Historian, Artist","Bachelor of Arts, Diploma in Fine Arts","Creativity, Coding",Financial Constraint
Female,90.8,"Economics, History",Physics,"Coding, Public Speaking","Business, Sports",Ambivert,Skill-Based,False,True,Low,False,4.7,3.1,3.9,Academic,Neutral,4,False,Diploma,"Marketing Professional, Accountant","Diploma in Finance, CA Foundation","Technical Skills, Communication",Parental Pressure
Male,76.6,"Physics, English",Chemistry,"Problem Solving, Teamwork","Music, Writing",Extrovert,Skill-Based,True,False,High,True,1.4,4.2,7.9,Vocational,Diploma,25,False,Diploma,"Marketing Professional, Business Analyst","CA Foundation, Diploma in Finance","Creativity, Time Management",Lack of Focus
Male,66.3,"Geography, English",Mathematics,"Critical Thinking, Coding","Reading, Art",Introvert,Neutral,True,False,Low,False,9.4,6.9,5.1,Academic,Neutral,10,True,Diploma,"Doctor, Data Analyst","Diploma in Engineering, Bachelor of Science","Communication, Time Management",Time Management
Female,81.2,"Mathematics, Chemistry",Physics,"Public Speaking, Problem Solving","Reading, Music",Introvert,Neutral,False,False,Low,True,6.2,9.3,4.7,Academic,PUC,27,True,PUC,"Designer, Historian","Diploma in Fine Arts, Bachelor of Arts","Communication, Coding",Lack of Focus
Female,81.3,"Chemistry, English",Physics,"Leadership, Critical Thinking","Technology, Writing",Introvert,Skill-Based,False,False,Low,True,3.1,1.4,1.9,Neutral,Diploma,12,True,Diploma,"Data Analyst, Engineer","MBBS, Bachelor of Science","Coding, Creativity",Parental Pressure
Female,63.1,"Economics, Physics",English,"Problem Solving, Critical Thinking","Technology, Business",Extrovert,Skill-Based,True,False,High,False,6.3,4.6,2.5,Academic,Diploma,3,False,Diploma,"Scientist, Engineer","Bachelor of Science, MBBS","Time Management, Creativity",Lack of Focus
Female,86.3,"Physics, Biology",History,"Critical Thinking, Coding","Reading, Music",Ambivert,Neutral,True,True,High,True,8.0,2.3,3.4,Academic,Neutral,31,False,Diploma,"Designer, Writer","Diploma in Fine Arts, Bachelor of Arts","Networking, Time Management",Time Management
Male,81.1,"Geography, Mathematics",Economics,"Public Speaking, Creativity","Sports, Art",Extrovert,Academic,True,True,Low,False,8.7,1.1,3.8,Academic,Diploma,15,True,PUC,"Scientist, Data Analyst","Diploma in Engineering, MBBS","Technical Skills, Networking",Parental Pressure
Female,61.4,"Economics, Chemistry",Mathematics,"Leadership, Teamwork","Writing, Sports",Extrovert,Academic,True,False,Low,False,2.0,3.3,9.5,Academic,Neutral,23,True,Diploma,"Economist, Marketing Professional","CA Foundation, Bachelor of Commerce","Networking, Creativity",Lack of Focus
Female,73.8,"Geography, Mathematics",Economics,"Creativity, Critical Thinking","Writing, Music",Extrovert,Academic,False,False,High,False,3.6,2.2,8.8,Academic,PUC,15,False,PUC,"Marketing Professional, Economist","Diploma in Finance, Bachelor of Commerce","Networking, Creativity",Time Management
Male,62.4,"Geography, Mathematics",Economics,"Coding, Creativity","Writing, Sports",Ambivert,Skill-Based,False,True,High,True,1.7,3.9,1.1,Academic,Diploma,29,False,Diploma,"Business Analyst, Economist","CA Foundation, Bachelor of Commerce","Communication, Networking",Financial Constraint
Female,78.4,"Geography, Economics",Biology,"Teamwork, Problem Solving","Technology, Business",Introvert,Neutral,True,False,Medium,True,5.3,7.3,1.1,Vocational,PUC,14,False,Diploma,"Scientist, Engineer","MBBS, Diploma in Engineering","Coding, Communication",Lack of Focus
Female,81.5,"Economics, English",Mathematics,"Creativity, Problem Solving","Music, Business",Introvert,Skill-Based,False,False,Medium,False,3.3,6.3,2.3,Academic,PUC,16,False,Diploma,"Marketing Professional, Business Analyst","CA Foundation, Bachelor of Commerce","Networking, Creativity",Parental Pressure
Male,75.0,"Economics, Physics",Biology,"Coding, Problem Solving","Business, Music",Ambivert,Academic,False,True,Medium,True,6.5,4.1,8.0,Neutral,Neutral,25,False,PUC,"Data Analyst, Scientist","Diploma in Engineering, Bachelor of Science","Time Management, Communication",Financial Constraint
Female,70.0,"Chemistry, Geography",Mathematics,"Teamwork, Critical Thinking","Music, Reading",Introvert,Academic,False,False,Medium,True,6.6,9.7,5.0,Neutral,PUC,20,True,Diploma,"Marketing Professional, Economist","Bachelor of Commerce, Diploma in Finance","Time Management, Communication",Lack of Focus
Male,62.6,"Physics, History",Geography,"Problem Solving, Teamwork","Technology, Art",Extrovert,Skill-Based,False,False,Low,True,8.8,6.1,6.5,Neutral,PUC,27,False,Diploma,"Engineer, Data Analyst","MBBS, Bachelor of Science","Time Management, Creativity",Time Management
Male,76.7,"Chemistry, Physics",Biology,"Critical Thinking, Leadership","Business, Reading",Extrovert,Neutral,True,False,High,False,8.6,4.2,5.8,Academic,Diploma,24,False,Diploma,"Historian, Writer","Bachelor of Arts, Literature Studies","Networking, Technical Skills",Lack of Focus
Male,92.1,"Physics, Mathematics",Chemistry,"Critical Thinking, Coding","Technology, Sports",Introvert,Academic,False,False,High,True,8.1,8.9,5.6,Neutral,Diploma,13,False,Diploma,"Marketing Professional, Accountant","Bachelor of Commerce, Diploma in Finance","Communication, Creativity",Time Management
Male,93.9,"Economics, Biology",Geography,"Public Speaking, Leadership","Reading, Art",Introvert,Academic,False,False,High,False,1.9,2.8,7.7,Vocational,Neutral,3,False,PUC,"Data Analyst, Engineer","Bachelor of Science, Diploma in Engineering","Coding, Time Management",Time Management
Male,63.0,"Geography, English",History,"Leadership, Coding","Music, Art",Extrovert,Academic,False,True,Low,False,1.1,5.3,5.9,Vocational,Diploma,48,False,PUC,"Engineer, Scientist","Bachelor of Science, MBBS","Coding, Networking",Lack of Focus
Male,64.9,"Chemistry, Geography",Physics,"Public Speaking, Leadership","Reading, Music",Ambivert,Academic,True,False,Low,True,3.2,5.2,5.5,Academic,Diploma,47,False,Diploma,"Writer, Artist","Diploma in Fine Arts, Literature Studies","Time Management, Coding",Time Management
Male,81.3,"Chemistry, English",Mathematics,"Critical Thinking, Leadership","Technology, Writing",Ambivert,Academic,False,False,Medium,True,3.1,6.2,1.1,Neutral,Neutral,9,True,PUC,"Engineer, Data Analyst","MBBS, Diploma in Engineering","Technical Skills, Creativity",Parental Pressure
Female,88.5,"History, Chemistry",Economics,"Public Speaking, Critical Thinking","Sports, Music",Extrovert,Academic,True,False,Low,False,1.3,7.5,4.0,Neutral,Neutral,21,False,Diploma,"Engineer, Scientist","Diploma in Engineering, MBBS","Networking, Time Management",Time Management
Female,62.4,"History, Chemistry",Mathematics,"Coding, Public Speaking","Writing, Technology",Extrovert,Academic,False,True,Low,True,6.2,6.2,2.6,Vocational,Neutral,1,False,PUC,"Data Analyst, Scientist","Bachelor of Science, Diploma in Engineering","Technical Skills, Networking",Time Management
Female,74.6,"English, Chemistry",History,"Critical Thinking, Leadership","Reading, Sports",Introvert,Neutral,False,False,High,False,4.2,7.2,6.5,Neutral,Neutral,5,False,PUC,"Marketing Professional, Economist","Bachelor of Commerce, CA Foundation","Communication, Time Management",Lack of Focus
Male,67.0,"Economics, Mathematics",Geography,"Creativity, Critical Thinking","Music, Writing",Extrovert,Skill-Based,True,False,Medium,False,9.9,8.5,2.2,Neutral,PUC,11,True,Diploma,"Marketing Professional, Accountant","Bachelor of Commerce, Diploma in Finance","Networking, Communication",Parental Pressure
Male,66.7,"Geography, English",Biology,"Critical Thinking, Leadership","Technology, Reading",Extrovert,Academic,False,True,Medium,True,2.4,6.2,8.2,Academic,Diploma,5,True,PUC,"Accountant, Economist","CA Foundation, Bachelor of Commerce","Time Management, Communication",Financial Constraint
Male,71.5,"Economics, English",Mathematics,"Teamwork, Critical Thinking","Writing, Music",Extrovert,Academic,False,True,Low,True,1.0,3.0,5.4,Neutral,Neutral,19,False,PUC,"Business Analyst, Economist","Bachelor of Commerce, CA Foundation","Technical Skills, Networking",Parental Pressure
Male,76.5,"Chemistry, Mathematics",English,"Creativity, Public Speaking","Sports, Technology",Ambivert,Neutral,False,True,High,False,8.5,6.1,6.9,Academic,Neutral,9,True,PUC,"Data Analyst, Engineer","Bachelor of Science, MBBS","Time Management, Technical Skills",Parental Pressure
Male,91.2,"Economics, Biology",Physics,"Coding, Critical Thinking","Sports, Reading",Introvert,Neutral,True,True,Medium,False,5.7,8.6,3.1,Vocational,Diploma,31,True,Diploma,"Doctor, Scientist","Bachelor of Science, Diploma in Engineering","Coding, Technical Skills",Financial Constraint
Male,89.9,"Chemistry, English",Physics,"Creativity, Problem Solving","Sports, Reading",Introvert,Academic,True,True,Low,False,4.5,7.5,6.0,Academic,Neutral,18,False,PUC,"Writer, Artist","Literature Studies, Bachelor of Arts","Technical Skills, Coding",Lack of Focus
Female,91.6,"Physics, History",Biology,"Critical Thinking, Teamwork","Sports, Reading",Extrovert,Neutral,False,True,Low,True,8.7,6.1,4.9,Vocational,Diploma,43,True,Diploma,"Data Analyst, Doctor","Bachelor of Science, MBBS","Coding, Technical Skills",Time Management
Female,61.4,"Mathematics, Economics",History,"Coding, Critical Thinking","Art, Technology",Introvert,Neutral,True,False,High,True,5.9,3.4,5.7,Academic,PUC,25,False,Diploma,"Marketing Professional, Business Analyst","Bachelor of Commerce, Diploma in Finance","Technical Skills, Time Management",Lack of Focus
Male,71.0,"Biology, History",Chemistry,"Teamwork, Creativity","Technology, Business",Extrovert,Skill-Based,True,False,Low,False,8.2,8.5,6.4,Academic,PUC,26,True,Diploma,"Scientist, Engineer","Bachelor of Science, MBBS","Networking, Communication",Time Management
Female,90.8,"English, Physics",Chemistry,"Teamwork, Public Speaking","Reading, Business",Ambivert,Neutral,False,False,Low,False,1.9,4.7,3.5,Neutral,Diploma,5,True,Diploma,"Doctor, Scientist","MBBS, Diploma in Engineering","Creativity, Technical Skills",Financial Constraint
Female,93.5,"Biology, English",Geography,"Creativity, Teamwork","Sports, Art",Extrovert,Neutral,True,False,Medium,True,5.6,4.0,7.2,Neutral,Diploma,29,False,Diploma,"Designer, Artist","Literature Studies, Bachelor of Arts","Time Management, Technical Skills",Time Management
Male,80.3,"History, Geography",Chemistry,"Problem Solving, Critical Thinking","Writing, Business",Introvert,Academic,True,False,Low,True,5.4,1.9,7.5,Neutral,Diploma,33,False,Diploma,"Accountant, Business Analyst","Diploma in Finance, Bachelor of Commerce","Time Management, Networking",Time Management
Male,83.7,"Economics, History",Physics,"Coding, Problem Solving","Business, Music",Introvert,Skill-Based,True,False,High,True,1.0,7.6,6.6,Vocational,Neutral,44,False,Diploma,"Data Analyst, Engineer","Diploma in Engineering, Bachelor of Science","Creativity, Time Management",Parental Pressure
Female,83.5,"English, Mathematics",Geography,"Creativity, Teamwork","Writing, Technology",Ambivert,Academic,True,True,High,True,3.3,8.1,9.2,Academic,Neutral,33,True,PUC,"Accountant, Economist","Bachelor of Commerce, CA Foundation","Communication, Time Management",Lack of Focus
Male,71.9,"Physics, Biology",Economics,"Critical Thinking, Teamwork","Art, Business",Introvert,Neutral,True,True,Low,True,5.7,6.8,9.8,Neutral,Neutral,26,True,Diploma,"Business Analyst, Marketing Professional","Diploma in Finance, Bachelor of Commerce","Time Management, Technical Skills",Parental Pressure
Female,75.3,"Biology, Physics",History,"Coding, Teamwork","Music, Art",Ambivert,Academic,True,False,Medium,False,4.2,1.9,6.1,Academic,Diploma,50,True,Diploma,"Data Analyst, Doctor","MBBS, Bachelor of Science","Coding, Technical Skills",Parental Pressure
Female,83.9,"Chemistry, Economics",English,"Creativity, Leadership","Business, Reading",Ambivert,Skill-Based,False,False,High,False,2.4,8.2,7.7,Neutral,PUC,22,True,Diploma,"Writer, Designer","Literature Studies, Bachelor of Arts","Creativity, Time Management",Time Management
Female,77.1,"Mathematics, History",Physics,"Leadership, Critical Thinking","Business, Music",Extrovert,Neutral,False,True,High,True,2.3,4.6,1.9,Neutral,Diploma,23,True,PUC,"Historian, Writer","Literature Studies, Bachelor of Arts","Creativity, Coding",Time Management
Female,78.6,"Chemistry, Biology",Physics,"Public Speaking, Teamwork","Reading, Technology",Extrovert,Skill-Based,True,False,Low,False,9.5,9.1,3.1,Neutral,PUC,44,True,Diploma,"Doctor, Scientist","Diploma in Engineering, MBBS","Coding, Creativity",Time Management
Female,94.0,"Geography, Chemistry",Mathematics,"Problem Solving, Critical Thinking","Music, Technology",Introvert,Neutral,True,False,Low,True,6.9,7.7,1.9,Academic,Neutral,29,False,Diploma,"Artist, Designer","Bachelor of Arts, Diploma in Fine Arts","Communication, Creativity",Financial Constraint
Male,88.2,"English, Biology",Chemistry,"Creativity, Problem Solving","Sports, Reading",Extrovert,Neutral,True,False,Medium,False,9.7,3.3,5.4,Academic,Diploma,46,False,Diploma,"Designer, Writer","Diploma in Fine Arts, Bachelor of Arts","Time Management, Coding",Parental Pressure
Female,91.0,"History, Physics",Mathematics,"Coding, Critical Thinking","Business, Sports",Ambivert,Neutral,False,True,Medium,True,3.1,1.7,9.0,Vocational,Diploma,25,False,Diploma,"Marketing Professional, Accountant","CA Foundation, Bachelor of Commerce","Coding, Communication",Lack of Focus
Male,65.3,"Geography, Biology",English,"Creativity, Public Speaking","Technology, Music",Extrovert,Academic,False,False,High,True,2.6,1.3,6.9,Vocational,PUC,20,True,Diploma,"Scientist, Engineer","Bachelor of Science, MBBS","Networking, Technical Skills",Parental Pressure
Male,93.7,"Biology, English",History,"Teamwork, Leadership","Art, Business",Introvert,Skill-Based,True,False,Low,False,9.3,7.2,4.8,Neutral,Neutral,4,True,Diploma,"Doctor, Scientist","Bachelor of Science, MBBS","Technical Skills, Communication",Financial Constraint
Female,93.3,"Physics, Mathematics",Biology,"Creativity, Leadership","Music, Sports",Extrovert,Academic,True,False,Medium,False,9.7,4.6,1.4,Neutral,Diploma,36,True,Diploma,"Writer, Artist","Literature Studies, Diploma in Fine Arts","Time Management, Coding",Time Management
Female,87.2,"Physics, History",Economics,"Leadership, Public Speaking","Sports, Music",Extrovert,Skill-Based,True,True,High,True,9.3,4.9,9.7,Academic,Diploma,14,True,Diploma,"Historian, Designer","Diploma in Fine Arts, Bachelor of Arts","Technical Skills, Coding",Lack of Focus
Male,61.0,"Geography, Chemistry",History,"Coding, Critical Thinking","Reading, Writing",Extrovert,Academic,False,True,High,True,2.3,8.5,8.8,Neutral,Neutral,1,False,PUC,"Engineer, Data Analyst","MBBS, Diploma in Engineering","Technical Skills, Coding",Parental Pressure
Female,72.1,"Physics, Mathematics",Chemistry,"Teamwork, Problem Solving","Technology, Reading",Ambivert,Neutral,True,False,High,True,3.4,3.6,10.0,Neutral,Neutral,29,True,Diploma,"Scientist, Doctor","MBBS, Bachelor of Science","Coding, Time Management",Lack of Focus
Female,68.0,"English, Mathematics",Geography,"Coding, Critical Thinking","Reading, Sports",Extrovert,Neutral,True,False,Low,False,8.1,1.1,8.0,Neutral,Diploma,22,True,Diploma,"Scientist, Data Analyst","MBBS, Bachelor of Science","Technical Skills, Networking",Time Management
Male,79.3,"Mathematics, History",Chemistry,"Critical Thinking, Leadership","Reading, Writing",Ambivert,Neutral,True,True,High,False,3.4,4.8,2.6,Neutral,PUC,5,False,Diploma,"Economist, Business Analyst","Diploma in Finance, CA Foundation","Coding, Time Management",Parental Pressure
Female,73.3,"History, Chemistry",English,"Teamwork, Critical Thinking","Writing, Reading",Introvert,Academic,True,True,High,False,5.4,5.2,9.3,Academic,Diploma,24,True,PUC,"Economist, Marketing Professional","Bachelor of Commerce, Diploma in Finance","Coding, Creativity",Parental Pressure
Female,88.6,"Economics, Chemistry",Physics,"Teamwork, Coding","Technology, Writing",Ambivert,Neutral,False,False,Medium,True,2.0,1.3,1.3,Neutral,PUC,48,True,Diploma,"Engineer, Scientist","MBBS, Bachelor of Science","Communication, Networking",Financial Constraint
Female,83.3,"English, History",Biology,"Teamwork, Coding","Sports, Art",Introvert,Skill-Based,False,False,Medium,False,1.9,4.6,7.0,Academic,Neutral,46,False,Diploma,"Artist, Historian","Literature Studies, Bachelor of Arts","Communication, Time Management",Financial Constraint
Male,68.4,"Mathematics, Chemistry",Biology,"Critical Thinking, Teamwork","Technology, Art",Introvert,Skill-Based,True,False,Low,False,5.1,7.4,6.8,Academic,Diploma,30,False,Diploma,"Historian, Writer","Bachelor of Arts, Literature Studies","Coding, Time Management",Lack of Focus
Male,92.8,"English, History",Mathematics,"Public Speaking, Creativity","Art, Technology",Extrovert,Neutral,True,False,Medium,False,6.8,1.3,7.7,Vocational,Diploma,35,True,Diploma,"Historian, Writer","Literature Studies, Diploma in Fine Arts","Networking, Time Management",Financial Constraint
Female,72.2,"Physics, History",English,"Leadership, Problem Solving","Music, Business",Extrovert,Neutral,True,False,High,False,4.3,8.1,9.5,Vocational,Diploma,25,False,Diploma,"Doctor, Scientist","MBBS, Bachelor of Science","Time Management, Communication",Financial Constraint
Female,93.4,"Mathematics, Physics",Chemistry,"Coding, Public Speaking","Writing, Technology",Ambivert,Skill-Based,False,True,Medium,False,6.5,8.3,1.4,Neutral,Diploma,2,True,Diploma,"Designer, Artist","Diploma in Fine Arts, Bachelor of Arts","Networking, Communication",Financial Constraint
Female,62.1,"Chemistry, Physics",Mathematics,"Public Speaking, Problem Solving","Writing, Art",Introvert,Skill-Based,True,True,Low,False,8.5,6.2,1.7,Academic,PUC,17,False,Diploma,"Marketing Professional, Accountant","Bachelor of Commerce, CA Foundation","Technical Skills, Networking",Financial Constraint
Male,82.1,"Physics, Economics",Geography,"Public Speaking, Critical Thinking","Writing, Sports",Ambivert,Academic,False,False,Low,True,3.6,3.5,7.5,Academic,PUC,36,True,Diploma,"Designer, Writer","Diploma in Fine Arts, Literature Studies","Communication, Time Management",Parental Pressure
Female,94.5,"Economics, Biology",Geography,"Critical Thinking, Leadership","Sports, Art",Ambivert,Skill-Based,False,True,Low,False,8.2,3.1,9.2,Neutral,Neutral,47,False,Diploma,"Designer, Historian","Bachelor of Arts, Literature Studies","Communication, Time Management",Time Management
Male,74.3,"History, Economics",Geography,"Coding, Creativity","Music, Technology",Introvert,Skill-Based,True,True,Medium,True,1.7,8.0,3.6,Neutral,PUC,9,True,Diploma,"Artist, Historian","Diploma in Fine Arts, Literature Studies","Communication, Creativity",Parental Pressure
Male,84.4,"Chemistry, Economics",Geography,"Public Speaking, Coding","Technology, Writing",Introvert,Academic,False,False,High,False,1.3,7.8,1.7,Neutral,Neutral,20,False,Diploma,"Data Analyst, Scientist","Bachelor of Science, Diploma in Engineering","Technical Skills, Communication",Time Management
Male,84.5,"Mathematics, Biology",Economics,"Public Speaking, Critical Thinking","Technology, Reading",Introvert,Neutral,False,False,Low,False,2.1,7.2,2.9,Neutral,PUC,3,True,Diploma,"Artist, Writer","Diploma in Fine Arts, Literature Studies","Technical Skills, Networking",Parental Pressure
Female,80.5,"History, Physics",English,"Coding, Problem Solving","Reading, Technology",Introvert,Skill-Based,True,True,Low,False,5.2,5.6,3.7,Vocational,Diploma,1,True,Diploma,"Artist, Writer","Literature Studies, Bachelor of Arts","Networking, Communication",Time Management
Male,85.4,"Mathematics, Physics",History,"Problem Solving, Coding","Art, Writing",Ambivert,Academic,False,True,Medium,True,8.1,6.8,6.5,Vocational,Neutral,17,True,PUC,"Historian, Designer","Bachelor of Arts, Literature Studies","Coding, Technical Skills",Parental Pressure
Male,80.9,"English, History",Geography,"Creativity, Leadership","Business, Writing",Introvert,Skill-Based,False,True,Medium,False,4.8,3.6,2.8,Academic,Diploma,49,True,Diploma,"Designer, Writer","Literature Studies, Diploma in Fine Arts","Networking, Technical Skills",Lack of Focus
Male,80.7,"Physics, Biology",Geography,"Creativity, Leadership","Writing, Business",Ambivert,Academic,False,True,Medium,False,7.7,1.2,5.1,Neutral,Diploma,16,True,PUC,"Economist, Marketing Professional","CA Foundation, Bachelor of Commerce","Technical Skills, Creativity",Lack of Focus
Female,74.6,"Chemistry, Physics",Mathematics,"Critical Thinking, Coding","Business, Writing",Ambivert,Neutral,True,False,High,False,4.7,5.0,7.0,Academic,Neutral,38,False,Diploma,"Marketing Professional, Economist","CA Foundation, Bachelor of Commerce","Communication, Technical Skills",Financial Constraint
Female,69.3,"Mathematics, Biology",Economics,"Public Speaking, Creativity","Technology, Writing",Introvert,Academic,False,False,Low,False,1.4,3.7,5.8,Vocational,PUC,36,False,Diploma,"Accountant, Business Analyst","Diploma in Finance, Bachelor of Commerce","Technical Skills, Time Management",Financial Constraint
Male,61.1,"Mathematics, Biology",Geography,"Coding, Creativity","Writing, Sports",Introvert,Skill-Based,True,True,Low,True,8.0,1.5,8.5,Vocational,Diploma,6,False,Diploma,"Writer, Historian","Literature Studies, Bachelor of Arts","Communication, Networking",Financial Constraint
Female,78.0,"Biology, Mathematics",Geography,"Creativity, Problem Solving","Technology, Art",Extrovert,Neutral,False,False,High,True,9.9,6.9,3.3,Neutral,Diploma,18,True,PUC,"Business Analyst, Marketing Professional","CA Foundation, Diploma in Finance","Time Management, Creativity",Parental Pressure
Female,73.4,"Economics, Geography",History,"Teamwork, Problem Solving","Reading, Writing",Introvert,Academic,False,True,Low,False,2.0,4.0,2.3,Academic,Neutral,47,True,PUC,"Economist, Marketing Professional","Bachelor of Commerce, CA Foundation","Technical Skills, Time Management",Parental Pressure
Female,86.2,"Chemistry, Physics",English,"Coding, Problem Solving","Reading, Business",Introvert,Neutral,True,True,Low,False,6.8,1.6,6.7,Neutral,Neutral,26,False,Diploma,"Scientist, Engineer","Diploma in Engineering, MBBS","Creativity, Time Management",Lack of Focus
Male,80.6,"Physics, Geography",History,"Creativity, Teamwork","Music, Writing",Ambivert,Neutral,True,True,Medium,True,7.5,6.0,9.8,Neutral,PUC,46,True,Diploma,"Historian, Designer","Bachelor of Arts, Literature Studies","Communication, Time Management",Financial Constraint
Female,83.8,"Chemistry, Biology",Mathematics,"Leadership, Teamwork","Writing, Technology",Introvert,Skill-Based,True,False,Medium,False,2.2,7.0,9.0,Vocational,PUC,13,False,Diploma,"Engineer, Scientist","MBBS, Diploma in Engineering","Networking, Coding",Lack of Focus
Male,91.0,"Biology, History",English,"Public Speaking, Creativity","Writing, Business",Ambivert,Neutral,True,False,High,True,2.5,3.4,2.1,Academic,Diploma,32,True,Diploma,"Engineer, Scientist","MBBS, Diploma in Engineering","Coding, Networking",Financial Constraint
Male,86.6,"History, English",Mathematics,"Leadership, Teamwork","Writing, Technology",Ambivert,Academic,True,True,Low,False,5.2,9.8,2.0,Vocational,Diploma,19,True,PUC,"Economist, Business Analyst","Diploma in Finance, Bachelor of Commerce","Communication, Technical Skills",Parental Pressure
Female,85.2,"Physics, Chemistry",Economics,"Teamwork, Creativity","Technology, Sports",Introvert,Skill-Based,False,True,Low,True,5.8,7.1,4.4,Neutral,Diploma,50,True,Diploma,"Designer, Artist","Diploma in Fine Arts, Bachelor of Arts","Networking, Time Management",Financial Constraint
Female,66.6,"Biology, Physics",History,"Creativity, Problem Solving","Technology, Reading",Extrovert,Academic,True,True,Medium,True,7.8,7.1,5.2,Vocational,Neutral,10,True,PUC,"Data Analyst, Scientist","Bachelor of Science, MBBS","Coding, Communication",Financial Constraint
Male,74.5,"History, Biology",Geography,"Critical Thinking, Creativity","Art, Music",Ambivert,Skill-Based,False,False,Low,True,4.9,3.4,5.5,Vocational,Diploma,21,False,Diploma,"Writer, Artist","Bachelor of Arts, Diploma in Fine Arts","Creativity, Networking",Parental Pressure
Female,69.9,"Physics, History",Economics,"Leadership, Teamwork","Technology, Writing",Ambivert,Academic,True,True,High,False,9.6,1.9,2.1,Academic,Diploma,27,True,PUC,"Designer, Writer","Bachelor of Arts, Literature Studies","Time Management, Communication",Parental Pressure
Male,68.6,"History, Economics",Chemistry,"Creativity, Coding","Art, Music",Introvert,Skill-Based,True,True,Low,True,4.2,3.4,7.6,Vocational,PUC,5,True,Diploma,"Artist, Historian","Diploma in Fine Arts, Literature Studies","Time Management, Communication",Lack of Focus
